Epoch,Learn rate,Avg Train loss,Train Accuracy,Avg Eval loss,Eval accuracy
0,0.0,6.108683273846791,0.0023467131539900436,6.108872429708416,0.0024153155829297022
1,8.402724196698429e-05,4.079628763972102,0.0829332210665681,4.064111074704803,0.08281778862302223
2,0.00016805448393396858,3.9233667116898756,0.09128972015918664,3.926760177933768,0.09353597127319721
3,0.0002520817259009529,3.706143752948658,0.10497522594217451,3.708700394362546,0.1051808927166328
4,0.00033610896786793716,3.260299689060933,0.18866581161527773,3.281450258212143,0.1882081607754311
5,0.00042013620983492146,3.0927770856512313,0.2034475876796766,3.1098104728741593,0.20293815567922058
6,0.0005041634518019057,2.936724347037238,0.22202639275553818,2.966087890474984,0.21978783841883198
7,0.00058819069376889,2.7967068326200617,0.2611668899562403,2.82158240843355,0.260502653510383
8,0.0006722179357358743,2.6824176891430005,0.2859703119604107,2.7080260153566855,0.2848727549060007
9,0.0006716936252282928,2.573199290495652,0.30263930958794455,2.5922350562020635,0.30072609410527046
10,0.0006372245236610825,2.5048183383664075,0.3159573824142964,2.5234600613626204,0.31545338101601333
11,0.000607569744260685,2.457231720619043,0.32238649095170463,2.469804102115417,0.3232110179542156
12,0.0005817037430077656,2.393579671635697,0.333334202701981,2.4323643111111073,0.330067735039786
13,0.0005588828785760542,2.3594971161622267,0.3395963239322829,2.397514787952552,0.33459711878487236
14,0.0005385530173895161,2.3087038716258723,0.34866371131240703,2.369850986459282,0.3415385139792153
15,0.0005202916448525727,2.2827143850048963,0.35453922863809584,2.3298109033134544,0.34642844253711486
16,0.0005037702189212195,2.2542220076503474,0.36093465925006507,2.3103438039843955,0.35539892148435787
17,0.000488728899682993,2.224666409581714,0.3655970866739626,2.291448291767849,0.3556241319420632
18,0.00047495911727870113,2.2109061707577933,0.369068651895761,2.259462479794963,0.3610623056968946
19,0.0004622912579037805,2.1937013886822485,0.37119273974593114,2.261623153525792,0.3576326805554079
20,0.00045058578181911903,2.1722542984322053,0.37612999452126994,2.215234460455648,0.370083703418796
21,0.00043972669734685017,2.1419367559734352,0.38297587050717485,2.217216243904628,0.37003149611226627
22,0.0004296166862105068,2.128363067295844,0.38609743744072944,2.209522391972917,0.36916495775908564
23,0.0004201734080710494,2.113364957226537,0.3877252375013863,2.1987859091062223,0.3739085267768817
24,0.00041132666132238775,2.1067732270195183,0.3887655818660641,2.180593370051866,0.3766382788674215
25,0.00040301617513697563,2.082385735303597,0.3951585261217026,2.1549587169390048,0.38022194116303093
26,0.0003951898733301858,2.0757386325055003,0.396051080893578,2.156610198235244,0.3827129789952482
27,0.00038780249533851036,2.0776225878642154,0.39536284700252905,2.160771361897501,0.38111998592869617
28,0.00038081449062460354,2.0638150643410156,0.3989675422344287,2.143988970960124,0.38438629333892566
29,0.00037419112466441324,2.0493971746329707,0.40257394196089985,2.150300121039487,0.38274269760324714
30,0.00036790175026995707,2.0444565285268297,0.4027935542212702,2.1280076343022034,0.3862214366371712
31,0.0003619192092857606,2.0351537597402465,0.40491658752772514,2.1214871728018427,0.38923519749319957
32,0.0003562193379590259,2.013114997602054,0.40923442061130816,2.1135331111007862,0.39069714907849773
33,0.0003507805554003785,2.0128208636741878,0.4099483930519366,2.098252382171288,0.39353967784495836
34,0.00034558351912768436,1.999953982240197,0.41112984552700654,2.089066500074408,0.3937759744317344
35,0.00034061083514142794,1.9898927947835465,0.41381599018330883,2.0902021346467263,0.3943054813347506
36,0.0003358468126141464,1.989881111777498,0.4138098520821197,2.1010940329412398,0.39237353975853223
37,0.0003312772553009865,1.9793287366938441,0.4167060462947695,2.0733449686779064,0.39998027715790135
38,0.00032688928334702235,1.978365559340019,0.416061841338687,2.0770479909489663,0.3979631916860516
